query_name,query_family,optimizer_name,inference_time_ms,actual_latency_ms,end_to_end_time_ms,estimated_cost,plan_json_hash,split_name,training_time_s
20b.sql,20,PostgreSQL_Default,0.00029103830456733704,0.03,0.030291038304567336,13102.96,8490319558363611765,base_query_split_1,4.416971933096647e-06
20b.sql,20,PostgreSQL_GEQO(t=2),0.0009589712135493755,0.033,0.03395897121354938,13102.96,-3349850397953260761,base_query_split_1,2.7458008844405413e-05
20b.sql,20,XGBoostLQO,49.06616703374311,0.031,49.09716703374311,13102.96,-3349850397953260761,base_query_split_1,4.227137335983571
1b.sql,1,PostgreSQL_Default,0.00020797597244381905,45.491,45.49120797597244,20212.69,-635721672734362398,base_query_split_1,4.416971933096647e-06
1b.sql,1,PostgreSQL_GEQO(t=2),0.001500011421740055,45.41,45.41150001142174,20184.75,-3868986458964543876,base_query_split_1,2.7458008844405413e-05
1b.sql,1,XGBoostLQO,14.023582974914461,107.788,121.81158297491446,48545.85,-7104756079018726823,base_query_split_1,4.227137335983571
1c.sql,1,PostgreSQL_Default,0.0007500057108700275,56.032,56.03275000571087,19466.4,-4184366567320413317,base_query_split_1,4.416971933096647e-06
1c.sql,1,PostgreSQL_GEQO(t=2),0.0008330098353326321,47.373,47.37383300983533,19466.4,8346618294019313963,base_query_split_1,2.7458008844405413e-05
1c.sql,1,XGBoostLQO,13.466166972648352,47.956,61.422166972648355,19466.4,1526357308966882148,base_query_split_1,4.227137335983571
1a.sql,1,PostgreSQL_Default,0.000166997779160738,49.066,49.06616699777916,19559.06,-7536044836308419120,base_query_split_1,4.416971933096647e-06
1a.sql,1,PostgreSQL_GEQO(t=2),0.000833999365568161,75.64,75.64083399936557,19559.06,1094248685197504215,base_query_split_1,2.7458008844405413e-05
1a.sql,1,XGBoostLQO,15.638833050616086,60.528,76.16683305061608,19559.06,-4728621944461636190,base_query_split_1,4.227137335983571
1d.sql,1,PostgreSQL_Default,0.000208965502679348,45.875,45.87520896550268,21073.59,7002869861017705294,base_query_split_1,4.416971933096647e-06
1d.sql,1,PostgreSQL_GEQO(t=2),0.0010420335456728935,45.626,45.62704203354567,21019.71,-8886615825223025843,base_query_split_1,2.7458008844405413e-05
1d.sql,1,XGBoostLQO,13.787292002234608,106.882,120.66929200223461,50665.73,-7730830673643948428,base_query_split_1,4.227137335983571
